id,    x,    y,  pt,    comment
 0,    0,    0,  TBUL,  num2 (190724)
 1,  616,    0,  TBUR,  typebox upper right
 2,  616, 1480,  TBLR,  typebox lower right
 3,    0,  1480, TBLL,  typebox lower left
 4,    0,  982,  BLL,   baseline (left)
 5,  616,  982,  BLR,   baseline (right)
 6,    0,  481,  XHL,   x-height (left)
 7,  616,  481,  XHR,   x-height (right)
 8,    0,  321,  VHL,   cap-height (left)
 9,  616,  321,  VHR,   cap-height (right)
10,  104,    0,  SPCL,  space left (Vorbreite)
11,  515,    0,  SPCR,  space right (Nachbreite)

12,  113,  428,  a1,    anchor 1
13, 113.25, 427.5, c1,  control 1
14,  161,  306,  c2,    control 2
15,  291,  306,  a2,    anchor 2

16,  291,  306,  a3,    anchor 3
17,  407,  306,  c3,    control 3
18,  479,  397,  c4,    control 4
19,  479,  493,  a4,    anchor 4

20,  479,  493,  a5,    anchor 5
21,  479,  580,  c5,    control 5
22,  429,  634,  c6,    control 6
23,  329,  739,  a6,    anchor 6

24,  329,  739,  a7,    anchor 7
25,  271,  799,  c7,    control 7
26,  196,  875,  c8,    control 8
27,  104,  983,  a8,    anchor 8

28,  104,  983,  a9,    anchor 9
29,  201,  983,  c9,    control 9
30,  421,  983,  c10,   control 10
31,  515,  983,  a10,   anchor 10
