id,    x,    y,  pt,    comment
 0,    0,    0,  TBUL,  num9 (180724)
 1,  616,    0,  TBUR,  typebox upper right
 2,  616, 1480,  TBLR,  typebox lower right
 3,    0, 1480,  TBLL,  typebox lower left
 4,    0,  982,  BLL,   baseline (left)
 5,  616,  982,  BLR,   baseline (right)
 6,    0,  481,  XHL,   x-height (left)
 7,  616,  481,  XHR,   x-height (right)
 8,    0,  321,  VHL,   cap-height (left)
 9,  616,  321,  VHR,   cap-height (right)
10,  110,    0,  SPCL,  space left (Vorbreite)
11,  522,    0,  SPCR,  space right (Nachbreite)

12,  510,  513,  a1,    anchor 1
13,  490,  413,  c1,    control 1
14,  438,  308,  c2,    control 2
15,  306,  308,  a2,    anchor 2

16,  306,  308,  a3,    anchor 3
17,  165,  308,  c3,    control 3
18,  110,  422,  c4,    control 4
19,  110,  514,  a4,    anchor 4

20,  110,  514,  a5,    anchor 5
21,  110,  611,  c5,    control 5
22,  178,  717,  c6,    control 6
23,  310,  717,  a6,    anchor 6

24,  310,  717,  a7,    anchor 7
25,  501,  717,  c7,    control 7
26,  512,  526,  c8,    control 8
27,  512,  525,  a8,    anchor 8

28,  512,  525,  a9,    anchor 9
29,  523,  590,  c9,    control 9
30,  522,  650,  c10,   control 10
31,  522,  675,  a10,   anchor 10

32,  522,  675,  a11,   anchor 11
33,  522,  786,  c11,   control 11
34,  474,  992,  c12,   control 12
35,  293,  992,  a12,   anchor 12

36,  293,  992,  a13,   anchor 13
37,  215,  992,  c13,   control 13
38,  162,  952,  c14,   control 14
39,  137,  928,  a14,   anchor 14
