id,    x,    y,  pt,    comment
 0,    0,    0,  TBUL,  num7 (200724)
 1,  616,    0,  TBUR,  typebox upper right
 2,  616, 1480,  TBLR,  typebox lower right
 3,    0, 1480,  TBLL,  typebox lower left
 4,    0,  982,  BLL,   baseline (left)
 5,  616,  982,  BLR,   baseline (right)
 6,    0,  481,  XHL,   x-height (left)
 7,  616,  481,  XHR,   x-height (right)
 8,    0,  321,  VHL,   cap-height (left)
 9,  616,  321,  VHR,   cap-height (right)
10,  110,    0,  SPCL,  space left (Vorbreite)
11,  524,    0,  SPCR,  space right (Nachbreite)

12,  110,  321,  a1,    anchor 1
13,  248,  320,  c1,    control 1
14,  386,  319,  c2,    control 2
15,  524,  318,  a2,    anchor 2

16,  524,  318,  a3,    anchor 3
17,  443,  543,  c3,    control 3
18,  362,  765,  c4,    control 4
19,  279,  990,  a4,    anchor 4
