id,    x,    y,  pt,    comment
 0,    0,    0,  TBUL,  num1 (200724)
 1,  616,    0,  TBUR,  typebox upper right
 2,  616, 1480,  TBLR,  typebox lower right
 3,    0, 1480,  TBLL,  typebox lower left
 4,    0,  982,  BLL,   baseline (left)
 5,  616,  982,  BLR,   baseline (right)
 6,    0,  481,  XHL,   x-height (left)
 7,  616,  481,  XHR,   x-height (right)
 8,    0,  321,  VHL,   cap-height (left)
 9,  616,  321,  VHR,   cap-height (right)
10,  155,    0,  SPCL,  space left (Vorbreite)
11,  360,    0,  SPCR,  space right (Nachbreite)

12,  155,  431,  a1,    anchor 1
13,  222,  389,  c1,    control 1
14,  290,  347,  c2,    control 2
15,  357,  307,  a2,    anchor 2

16,  357,  307,  a3,    anchor 3
17,  358,  536,  c3,    control 3
18,  359,  764,  c4,    control 4
19,  360,  992,  a4,    anchor 4
