id,    x,    y,  pt,    comment
 0,    0,    0,  TBUL,  num4 (200724)
 1,  616,    0,  TBUR,  typebox upper right
 2,  616, 1480,  TBLR,  typebox lower right
 3,    0, 1480,  TBLL,  typebox lower left
 4,    0,  982,  BLL,   baseline (left)
 5,  616,  982,  BLR,   baseline (right)
 6,    0,  481,  XHL,   x-height (left)
 7,  616,  481,  XHR,   x-height (right)
 8,    0,  321,  VHL,   cap-height (left)
 9,  616,  321,  VHR,   cap-height (right)
10,   63,    0,  SPCL,  space left (Vorbreite)
11,  554,    0,  SPCR,  space right (Nachbreite)

12,  426,  311,  a1,    anchor 1
13,  305,  474,  c1,    control 1
14,  184,  637,  c2,    control 2
15,   63,  800,  a2,    anchor 2

16,   63,  800,  a3,    anchor 3
17,  226,  800,  c3,    control 3
18,  390,  800,  c4,    control 4
19,  554,  800,  a4,    anchor 4

20,  426,  312,  a5,    anchor 5
21,  426,  538,  c5,    control 5
22,  426,  765,  c6,    control 6
23,  426,  992,  a6,    anchor 7
