id,    x,    y,  pt,     comment
 0,    0,    0,  TBUL,   g_lcalt2 010923 REVISION
 1,  620,    0,  TBUR,   typebox upper right
 2,  620, 1480,  TBLR,   typebox lower right
 3,    0, 1480,  TBLL,   typebox lower left
 4,    0,  982,  BLL,    baseline (left)
 5,  620,  982,  BLR,    baseline (right)
 6,    0,  481,  XHL,    x-height (left)
 7,  620,  481,  XHR,    x-height (right)
 8,    0,  321,  VHL,    cap-height (left)
 9,  620,  321,  VHR,    cap-height (right)
10,  116,    0,  SPCL,   space left (Vorbreite)
11,  566,    0,  SPCR,   space right (Nachbreite)

12,  226,  760,   a1,    anchor 1
13,  254,  773,   c1,    control 1  ***
14,  291,  782,   c2,    control 2
15,  324,  782,   a2,    anchor 2

16,  324,  782,   a3,    anchor 3
17,  424,  782,   c3,    control 3
18,  504,  715,   c4,    control 4
19,  504,  631,   a4,    anchor 4

20,  504,  631,   a5,    anchor 5
21,  504,  547,   c5,    control 5
22,  424,  480,   c6,    control 6
23,  324,  480,   a6,    anchor 6

24,  324,  480,   a7,    anchor 7
25,  223,  480,   c7,    control 7
26,  142,  547,   c8,    control 8
27,  142,  631,   a8,    anchor 8

28,  142,  631,   a9,    anchor 9
29,  142,  680,   c9,    control 9
30,  170,  723,   c10,   control 10  ***
31,  210, 751.5,  a10,   anchor 10  xxx

32,  210, 751.5,  a11,   anchor 11  xxx
33,  169,  770,   c11,   control 11  ***
34,  142,  805,   c12,   control 12
35,  142,  845,   a12,   anchor 12 --- weird

36,  142,  845,   a13,   anchor 13 ---
37,  142,  897,   c13,   control 13
38,  177,  946,   c14,   control 14
39,  263,  946,   a14,   anchor 14 xx

40,  263,  946,   a15,   anchor 15 xx
41,  383,  946,   c15,   control 15
42,  554,  937,   c16,   control 16
43,  554, 1083,   a16,   anchor 16

44,  554, 1083,   a17,   anchor 17
45,  554, 1193,   c17,   control 17
46,  430, 1234,   c18,   control 18
47,  326, 1234,   a18,   anchor 18

48,  326, 1234,   a19,   anchor 19
49,  200, 1234,   c19,   control 19
50,  116, 1193,   c20,   control 20
51,  116, 1090,   a20,   anchor 20

52,  116, 1090,   a21,   anchor 21
53,  116, 1027,   c21,   control 21
54,  161,  976,   c22,   control 22  ***
55,  219,  953,   a22,   anchor 22

56,  464,  480,   a23,   anchor 23 <schniepel>
57,  498,  480,   c23,   control 23 X+20
58,  532,  480,   c24,   control 24 X-20
59,  566,  480,   a24,   anchor 24
